126142	301691	77360	0
5	0
7	0
9	0
10	0
11	0
18	0
20	0
27	0
30	0
31	0
33	19
41	0
43	0
49	47
53	0
57	2
69	0
76	0
77	0
78	34
93	80
96	0
97	8
100	0
102	30
102	51
116	79
122	60
129	0
129	11
140	78
142	0
144	0
144	44
150	0
153	134
160	153
165	139
166	92
169	162
170	0
170	59
172	0
173	0
173	126
177	17
177	81
177	103
178	0
178	170
181	0
183	0
188	0
191	47
198	92
199	0
202	0
204	0
207	17
208	59
209	18
210	0
210	22
211	133
212	0
213	0
214	0
215	202
216	62
219	33
224	166
227	219
235	216
236	216
237	216
239	61
240	216
241	216
247	216
248	216
249	216
249	221
255	216
258	216
263	10
266	117
270	216
271	216
275	84
277	216
279	216
280	216
285	216
286	216
287	216
290	214
294	216
295	216
298	216
300	216
302	216
305	216
308	216
309	230
309	253
309	271
311	216
314	216
316	216
320	180
326	309
329	216
331	151
331	180
335	216
339	216
339	308
341	216
345	216
346	216
348	216
350	216
352	216
355	216
356	155
357	216
357	285
360	216
362	85
362	147
362	221
362	226
365	216
371	215
372	216
373	216
373	291
374	216
375	84
375	228
379	216
382	216
385	216
386	216
389	90
389	108
390	222
394	203
395	63
399	75
399	137
400	22
401	118
402	81
402	192
405	177
410	217
412	394
415	394
419	394
426	189
438	128
440	225
444	134
445	394
446	88
446	175
450	153
455	394
457	394
461	58
465	394
467	186
471	394
472	399
478	394
481	394
485	394
485	402
490	394
492	395
498	9
500	396
502	110
502	160
503	398
506	394
511	394
515	394
517	290
519	129
520	394
524	377
524	394
527	94
527	411
530	394
530	417
535	394
536	394
538	244
545	189
545	472
551	487
553	394
559	115
559	122
562	540
567	531
571	70
578	394
581	81
598	131
598	581
599	481
602	155
607	394
610	394
612	394
614	13
618	394
619	461
620	111
620	539
624	394
625	141
628	394
630	316
635	394
637	191
638	374
640	394
643	102
648	394
649	398
650	81
653	1
654	394
656	470
659	189
659	546
660	413
662	501
666	394
671	501
672	56
674	394
676	119
678	376
681	34
682	263
685	75
687	394
690	394
691	8
693	394
694	198
694	227
695	653
697	394
700	673
702	546
706	155
707	116
707	189
710	25
710	147
714	394
715	638
721	62
722	374
724	179
725	169
729	577
730	394
737	336
737	695
738	272
741	498
745	94
745	361
747	151
747	396
747	685
748	394
750	696
756	177
756	649
757	394
759	401
766	394
766	474
767	394
769	140
772	738
774	461
776	91
779	84
785	394
787	546
793	313
794	209
795	394
799	62
800	34
803	397
804	60
807	160
808	206
810	190
815	502
815	532
815	648
816	394
819	394
820	171
829	167
829	629
834	394
835	65
838	396
840	116
843	337
846	290
846	394
846	488
846	527
849	23
851	175
861	117
863	143
868	126
869	217
870	401
873	23
874	821
878	107
878	397
879	394
885	381
887	394
890	576
890	669
891	46
896	23
896	200
897	60
906	394
906	848
909	381
914	546
916	631
917	394
918	56
922	104
923	2
923	403
923	566
927	629
931	48
932	56
952	394
954	597
956	337
957	394
970	175
972	354
976	394
980	283
981	807
981	938
985	395
991	457
991	794
992	394
993	394
996	2
1000	425
1001	425
1001	741
1003	394
1008	47
1008	936
1009	394
1012	60
1012	398
1012	741
1016	440
1019	394
1020	595
1036	110
1040	192
1042	440
1042	504
1048	394
1049	227
1051	779
1054	84
1054	701
1056	758
1059	385
1062	504
1062	539
1062	1012
1064	381
1065	397
1066	468
1069	394
1069	955
1071	43
1071	394
1078	849
1083	84
1085	394
1087	834
1090	134
1095	394
1095	510
1096	394
1096	785
1097	394
1098	7
1099	394
1104	739
1105	62
1108	1036
1112	696
1113	844
1114	125
1114	394
1118	345
1118	403
1119	91
1121	93
1121	401
1122	147
1122	565
1128	394
1129	103
1131	768
1134	724
1135	394
1143	248
1150	865
1154	171
1155	397
1156	666
1162	472
1164	206
1166	394
1168	394
1170	8
1170	186
1170	368
1170	401
1170	625
1171	11
1171	394
1172	394
1176	472
1178	394
1179	394
1182	151
1184	394
1186	14
1186	848
1188	283
1188	394
1190	609
1195	941
1196	368
1196	671
1196	685
1196	899
1196	1100
1197	394
1200	60
1201	53
1201	81
1202	528
1202	656
1203	957
1204	282
1208	394
1212	189
1212	770
1213	115
1213	505
1213	557
1216	225
1216	903
1218	394
1219	870
1220	7
1220	913
1221	267
1223	394
1224	448
1228	394
1232	904
1232	990
1234	394
1234	399
1235	394
1236	394
1236	1142
1238	1184
1247	1054
1249	324
1250	1062
1251	394
1254	178
1254	774
1256	109
1257	510
1260	175
1262	713
1262	868
1270	2
1271	222
1273	180
1273	399
1273	430
1276	394
1277	1176
1278	394
1284	70
1286	134
1287	103
1288	381
1292	1245
1295	169
1295	963
1298	892
1300	394
1301	871
1302	516
1303	267
1303	401
1305	394
1308	395
1309	294
1309	454
1310	1198
1310	1200
1311	198
1313	585
1314	1071
1317	844
1318	130
1318	406
1325	773
1329	129
1329	1298
1331	531
1333	394
1334	186
1338	523
1342	1251
1345	394
1348	93
1348	1045
1352	220
1353	394
1353	818
1354	991
1355	143
1355	222
1360	1068
1366	442
1366	619
1368	565
1369	441
1372	140
1373	660
1375	394
1377	1291
1379	1187
1380	47
1380	402
1381	587
1382	122
1382	398
1382	1173
1384	710
1385	394
1386	991
1388	8
1392	377
1396	729
1400	94
1407	60
1410	394
1411	849
1411	1141
1413	195
1413	272
1416	394
1421	394
1424	849
1425	647
1426	1102
1428	1313
1430	320
1431	1386
1439	377
1440	891
1445	641
1445	1220
1449	1091
1450	672
1450	725
1453	366
1453	951
1454	222
1464	671
1468	394
1471	115
1471	394
1474	394
1480	394
1481	557
1481	1021
1481	1120
1482	394
1484	344
1485	739
1486	60
1487	19
1487	401
1489	725
1489	1438
1490	1295
1496	394
1497	144
1497	186
1497	1363
1500	726
1503	394
1503	721
1503	1493
1504	394
1506	19
1507	843
1508	501
1508	660
1510	955
1511	377
1514	394
1517	843
1518	394
1520	17
1520	108
1521	21
1521	371
1521	425
1521	868
1521	1215
1522	134
1523	900
1523	1437
1524	394
1527	1032
1528	79
1529	394
1535	107
1536	662
1536	835
1539	394
1541	729
1541	1165
1544	849
1545	394
1548	394
1555	794
1557	645
1557	827
1557	990
1557	1535
1559	716
1563	394
1568	394
1570	135
1571	246
1571	952
1571	1013
1573	1143
1573	1275
1576	168
1576	566
1579	394
1580	1523
1581	394
1584	724
1585	688
1587	394
1588	1309
1590	4
1590	43
1592	49
1592	58
1592	858
1594	1222
1595	394
1596	1367
1596	1411
1597	814
1598	394
1602	377
1603	350
1604	58
1608	1298
1609	645
1612	1117
1613	79
1613	396
1613	964
1613	1327
1616	19
1616	548
1618	394
1621	90
1622	941
1625	903
1626	381
1627	647
1628	1521
1634	802
1636	838
1637	394
1640	122
1640	1566
1641	105
1641	1015
1643	394
1644	1456
1648	674
1648	1245
1648	1550
1650	394
1652	1309
1652	1542
1655	631
1658	394
