18772	850	1087
18773	202	741
18774	656	861
18775	788	841
18776	362	363
18777	837	1076
18778	18775	881
18779	18774	18773
18780	18777	1111
18781	368	869
18782	2165	2169
18783	1387	2110
18784	18776	1142
18785	18780	261
18786	4730	4732
18787	842	1255
18788	847	886
18789	2777	2778
18790	534	594
18791	1631	3202
18792	18772	25
18793	848	873
18794	635	1440
18795	1094	1261
18796	2049	2050
18797	18795	287
18798	2098	2124
18799	529	538
18800	18787	18778
18801	1065	1572
18802	282	696
18803	1117	1156
18804	18788	875
18805	1044	1051
18806	2104	2107
18807	18803	18797
18808	569	586
18809	398	810
18810	2100	2117
18811	527	528
18812	524	525
18813	18806	2102
18814	151	152
18815	18812	18811
18816	2103	2105
18817	18813	2106
18818	18779	1675
18819	18815	526
18820	18817	1800
18821	373	686
18822	537	574
18823	18820	18783
18824	508	516
18825	285	1850
18826	18822	553
18827	18807	1066
18828	18781	1155
18829	18816	18810
18830	578	605
18831	18826	18819
18832	429	698
18833	18798	2120
18834	1435	2676
18835	18831	18799
18836	1171	1241
18837	18823	2101
18838	1562	1564
18839	290	3558
18840	678	680
18841	739	1677
18842	1070	1258
18843	18786	4734
18844	18833	18829
18845	513	514
18846	99	365
18847	18791	841
18848	7967	7978
18849	18785	447
18850	17	120
18851	5726	5728
18852	1571	1594
18853	2097	2129
18854	9059	9070
18855	18784	872
18856	2152	2179
18857	18848	98
18858	178	706
18859	973	1017
18860	1104	1120
18861	145	814
18862	677	681
18863	18796	1920
18864	2374	4077
18865	18789	6270
18866	18844	2133
18867	18853	2193
18868	3611	9074
18869	18805	5734
18870	18842	18792
18871	2060	2084
18872	18804	865
18873	149	1633
18874	2114	2115
18875	1387	1429
18876	18838	18801
18877	115	122
18878	18794	662
18879	1373	3548
18880	2146	2188
18881	194	199
18882	1019	2274
18883	498	1082
18884	18867	18837
18885	18835	598
18886	688	689
18887	220	687
18888	8642	8652
18889	18868	2199
18890	8670	8714
18891	18800	1112
18892	18802	5534
18893	2065	2949
18894	2200	2201
18895	3846	3849
18896	1170	1203
18897	8661	8669
18898	362	1072
18899	847	1542
18900	64	2128
18901	5081	7594
18902	18890	18888
18903	18840	2664
18904	2641	3889
18905	3435	3458
18906	4372	4383
18907	1468	2649
18908	18894	18874
18909	18902	18897
18910	1921	1922
18911	18790	535
18912	18828	1121
18913	1567	2633
18914	18908	18900
18915	272	1947
18916	18818	18793
18917	5743	5746
18918	18909	5307
18919	18914	18782
18920	419	6490
18921	1147	1191
18922	144	1918
18923	9174	9187
18924	18827	1106
18925	3432	3453
18926	2119	2183
18927	18839	690
18928	18911	18885
18929	3879	3881
18930	974	4427
18931	4936	7597
18932	75	180
18933	18864	4507
18934	18918	605
18935	2185	2196
18936	3212	4966
18937	4570	5087
18938	18847	746
18939	18845	512
18940	18934	8666
18941	1726	7363
18942	785	2743
18943	2393	2782
18944	184	389
18945	3406	9218
18946	505	1073
18947	531	566
18948	18875	1405
18949	18884	18866
18950	754	765
18951	196	755
18952	124	895
18953	6044	9216
18954	275	1089
18955	18935	18926
18956	5438	5439
18957	18873	3524
18958	18895	3828
18959	18893	5846
18960	692	714
18961	2044	5011
18962	846	2051
18963	878	898
18964	9189	9207
18965	18825	353
18966	18843	4709
18967	18905	3446
18968	633	1077
18969	18931	6705
18970	942	974
18971	3018	3029
18972	1068	1239
18973	4184	4220
18974	9518	14945
18975	18808	556
18976	1529	2930
18977	1556	2052
18978	18950	781
18979	18953	18945
18980	18955	18919
18981	3425	5754
18982	1103	1227
18983	29	635
18984	8643	8709
18985	18979	18964
18986	2248	2249
18987	1114	1199
18988	4069	4091
18989	4712	4723
18990	18903	18821
18991	18849	65
18992	2070	6292
18993	860	863
18994	1069	1144
18995	9805	14972
18996	18809	142
18997	1462	1463
18998	18940	8718
18999	155	764
19000	18982	18972
19001	856	1223
19002	2206	2591
19003	2354	2355
19004	3370	3372
19005	3423	3424
19006	18923	6511
19007	720	4303
19008	18995	18974
19009	19000	18987
19010	2550	2607
19011	21	182
19012	18852	1773
19013	18863	2592
19014	18879	3581
19015	18997	1454
19016	18985	9172
19017	18954	1086
19018	1652	5535
19019	1211	1225
19020	3652	3768
19021	9056	9072
19022	3675	4425
19023	1115	1158
19024	4490	4516
19025	9185	9217
19026	18928	614
19027	18832	704
19028	18871	6279
19029	18896	1178
19030	18917	5737
19031	333	337
19032	1932	2211
19033	2282	4877
19034	1095	1189
19035	4941	8403
19036	144	148
19037	561	615
19038	9159	9197
19039	6927	6928
19040	18834	635
19041	18872	882
19042	18915	4489
19043	18984	8695
19044	2726	3579
19045	894	1381
19046	955	991
19047	1101	1188
19048	1123	1168
19049	9054	9086
19050	1414	1432
19051	100	105
19052	18992	18959
19053	19025	19006
19054	19030	18869
19055	2108	2109
19056	2622	5091
19057	4078	4366
19058	1143	1157
19059	6925	6934
19060	1268	5663
19061	8143	8665
19062	9067	9087
19063	684	877
19064	18878	1402
19065	18876	1605
19066	18967	3450
19067	19017	1228
19068	19053	19038
19069	948	950
19070	6	264
19071	545	597
19072	9063	9085
19073	1388	5398
19074	323	3193
19075	19009	18946
19076	18981	18851
19077	1610	6273
19078	19042	19024
19079	19059	19039
19080	1737	1740
19081	2472	2487
19082	2351	2352
19083	3165	8485
19084	3780	5509
19085	4987	6157
19086	1195	8312
19087	8688	8707
19088	9062	9078
19089	1453	1474
19090	18960	18814
19091	19023	19019
19092	2020	2021
19093	176	1858
19094	2278	2723
19095	415	428
19096	4505	4518
19097	3560	3604
19098	6158	6163
19099	8397	8400
19100	1314	1315
19101	9076	9084
19102	18883	497
19103	18920	6488
19104	18971	10620
19105	19016	9202
19106	1575	2754
19107	19034	1136
19108	19043	18998
19109	766	770
19110	5064	7261
19111	4949	9918
19112	8401	8404
19113	18862	2674
19114	18933	4494
19115	19021	9073
19116	19056	5113
19117	19075	19047
19118	19068	18782
19119	19097	19044
19120	2134	2176
19121	2796	2820
19122	980	990
19123	8396	8402
19124	146	201
19125	18994	715
19126	18906	4382
19127	19072	19062
19128	19079	6923
19129	19107	19091
19130	1982	2251
19131	2085	2092
19132	846	854
19133	2640	5269
19134	967	8841
19135	4457	8691
19136	1113	2903
19137	8398	8399
19138	1397	1478
19139	18925	1994
19140	19117	19058
19141	19101	19049
19142	19114	19096
19143	2113	2151
19144	809	5468
19145	849	1242
19146	3011	5725
19147	501	2651
19148	7113	7325
19149	286	713
19150	18861	4299
19151	18912	18836
19152	18965	1599
19153	19115	19088
19154	156	161
19155	19085	19035
19156	18948	1390
19157	19135	7600
19158	19140	19129
19159	852	888
19160	4502	4525
19161	1025	1028
19162	557	576
19163	8496	8497
19164	8567	8568
19165	9157	9158
19166	288	349
19167	18850	510
19168	18886	5350
19169	19003	1943
19170	19028	2078
19171	1613	1614
19172	19123	19112
19173	19066	3295
19174	19119	3145
19175	19141	19127
19176	19143	2149
19177	2514	2680
19178	2590	2605
19179	900	915
19180	4498	4524
19181	1099	1195
