175464	188841	119685	0
1	0
2	0
13	8
25	2
35	13
37	16
38	37
43	19
45	15
48	2
53	38
62	2
63	18
65	47
70	64
71	68
72	2
73	2
77	2
78	2
79	0
85	16
93	82
100	89
102	42
104	79
112	92
126	82
130	101
133	132
141	75
142	16
142	105
146	136
149	131
161	88
163	79
165	28
172	120
178	110
184	183
187	98
188	4
193	179
200	191
204	5
205	113
210	39
211	127
214	75
219	79
222	79
223	79
224	189
225	204
226	79
227	79
227	162
228	99
228	181
229	98
230	188
234	126
234	204
237	79
238	79
238	13
240	79
241	121
243	79
246	79
247	79
248	98
250	79
250	223
251	79
254	0
256	54
264	176
268	91
271	89
272	215
274	40
275	91
279	108
286	88
288	89
290	100
299	177
302	12
306	187
308	254
314	108
323	29
327	53
330	179
334	330
335	74
337	234
339	159
340	35
341	310
341	171
342	309
342	310
343	270
344	270
345	272
350	254
350	339
351	101
352	254
353	342
359	254
360	59
361	297
362	233
374	268
376	130
377	376
378	254
383	331
384	331
386	335
394	254
395	123
395	195
396	347
397	15
398	354
406	254
406	194
407	295
408	254
409	5
412	349
412	411
413	15
417	256
419	298
428	319
431	32
435	433
437	351
438	396
439	319
442	254
446	135
452	258
456	254
458	94
465	254
467	264
469	254
470	377
473	470
474	226
476	341
479	424
483	254
486	474
488	254
488	264
490	400
490	447
491	446
495	261
495	271
496	164
505	412
516	256
522	434
527	370
530	476
531	130
535	254
538	53
539	283
539	452
548	254
550	257
554	39
559	146
560	254
560	284
562	499
564	254
566	512
566	233
568	161
569	254
569	175
572	254
574	254
579	355
579	394
579	566
580	254
580	15
581	74
584	254
585	103
593	28
597	596
599	361
603	254
607	490
609	539
611	367
614	6
621	534
625	324
630	254
631	254
634	254
634	191
635	309
639	101
641	488
642	635
643	254
646	337
646	523
647	552
648	339
651	362
652	108
652	495
655	254
657	633
658	258
658	343
660	635
661	41
664	254
665	283
666	499
668	267
670	137
672	344
676	254
677	144
677	336
677	635
679	444
679	448
689	672
693	254
693	4
694	254
696	490
696	495
697	410
698	254
701	254
702	309
703	495
703	635
710	254
711	254
712	254
714	294
714	462
714	534
718	589
720	266
721	516
724	620
729	512
730	254
736	254
737	254
738	281
738	707
739	254
740	254
741	254
741	565
