121561	220672	75879	0
6	3
18	17
19	3
28	22
41	29
43	38
77	18
80	2
85	72
96	71
98	48
102	48
112	29
131	104
137	98
137	134
141	66
142	104
149	1
152	11
152	58
153	118
155	151
156	6
160	113
162	69
163	105
164	147
166	141
169	35
174	28
178	49
182	44
182	94
184	1
188	5
188	7
189	114
194	38
195	17
198	107
198	193
205	162
206	2
212	167
215	3
215	125
216	142
217	94
218	2
218	67
223	29
225	204
226	70
227	67
231	2
235	144
237	3
237	203
238	3
241	239
242	3
244	3
245	225
246	181
247	36
251	2
253	21
253	32
253	225
256	4
256	237
257	39
260	19
260	243
260	251
260	252
261	19
261	84
264	58
264	251
265	4
265	34
265	168
265	249
266	255
266	260
267	254
268	63
271	5
271	117
275	126
279	46
279	199
281	92
283	225
284	153
284	170
285	26
288	188
290	84
290	142
290	202
294	31
294	57
295	25
297	204
298	144
299	44
300	87
300	88
301	39
302	103
302	276
304	157
305	219
307	6
310	75
310	185
310	305
311	305
312	253
312	309
313	50
315	74
317	9
317	82
319	30
321	59
322	86
324	142
326	271
328	325
329	32
329	62
330	37
330	289
331	115
331	298
332	6
335	9
336	239
338	312
339	170
339	276
340	7
340	121
340	232
341	8
341	21
341	122
341	317
342	119
346	20
348	267
349	273
350	281
354	141
354	197
354	330
355	23
356	3
357	351
360	279
361	341
362	34
364	73
366	11
366	281
367	2
370	111
370	113
370	159
370	166
371	224
371	268
375	11
375	79
375	189
375	282
375	364
376	156
377	7
378	7
378	39
380	349
383	90
383	326
383	368
384	265
384	309
384	381
385	183
387	12
389	59
389	227
390	7
392	169
393	223
394	72
394	377
395	308
396	318
396	367
398	51
398	382
399	7
399	165
399	205
400	278
401	68
402	168
403	285
403	350
403	402
405	83
406	46
406	397
407	156
408	265
409	75
411	7
411	391
412	7
412	130
413	373
414	147
414	270
416	85
416	93
417	72
419	123
419	187
421	24
421	294
421	355
423	328
423	332
428	36
428	418
431	397
432	31
432	367
436	401
437	271
437	430
438	191
438	437
440	311
441	65
442	185
444	391
446	311
446	322
447	100
448	101
448	168
448	199
450	33
450	114
452	424
453	169
455	100
455	437
457	112
458	212
459	349
459	356
459	386
460	25
460	350
460	444
462	57
463	8
463	96
464	202
464	388
465	26
465	139
465	199
465	359
466	224
468	193
468	314
469	70
470	285
471	227
472	454
473	449
474	71
474	203
474	424
477	436
480	103
482	233
486	173
491	17
492	332
493	346
494	29
497	109
499	422
500	490
504	9
504	192
506	436
510	160
510	296
510	319
511	290
513	10
513	506
515	142
517	510
518	20
519	307
519	386
520	403
521	295
521	410
522	358
523	343
523	508
524	20
524	349
525	164
526	423
527	77
527	299
528	476
529	249
530	262
531	50
533	298
535	139
535	153
535	265
536	446
537	30
538	80
539	222
541	66
543	526
544	250
545	85
545	121
545	183
546	533
548	12
550	72
552	258
552	544
555	12
556	12
556	420
557	352
557	522
558	161
559	360
560	147
562	313
565	209
566	368
567	139
567	399
568	17
569	552
570	489
574	547
575	574
577	13
578	236
581	13
584	13
586	13
587	13
588	580
589	149
591	13
592	13
594	25
595	11
596	30
596	497
598	329
599	188
599	276
599	291
600	278
600	467
601	156
602	581
604	186
604	240
604	528
604	602
607	64
609	439
611	574
612	76
612	292
616	178
617	109
620	335
622	143
622	339
623	65
623	311
624	316
624	336
624	341
625	291
627	477
627	597
628	65
629	353
634	253
634	302
634	310
634	415
634	425
634	576
635	84
635	505
637	66
638	109
638	531
638	593
639	38
639	111
641	15
642	270
642	313
644	150
644	561
646	631
646	643
647	67
647	620
648	335
650	204
651	115
651	327
652	218
652	235
652	339
653	73
653	135
653	570
654	296
656	227
656	496
656	525
658	77
658	657
660	77
660	209
661	88
661	389
662	610
663	230
663	284
664	494
665	166
666	65
666	340
666	611
667	18
667	119
668	637
670	157
670	372
671	108
671	605
672	469
672	652
675	15
676	120
677	22
679	313
679	350
679	385
679	433
679	481
680	176
680	578
680	615
681	291
682	97
684	135
685	316
687	181
687	633
688	120
689	65
690	66
690	198
692	292
694	106
694	351
695	360
699	15
699	684
700	68
700	291
702	66
702	187
702	327
702	439
702	612
702	662
703	65
703	620
705	314
705	547
706	210
707	122
707	430
707	688
708	136
708	392
710	68
712	195
712	516
716	344
718	152
718	471
719	628
720	30
721	317
721	374
721	570
721	659
722	385
723	197
723	562
724	574
724	678
726	271
726	574
726	576
727	697
728	174
728	207
730	74
732	17
733	67
733	686
734	235
734	310
734	552
735	270
735	493
736	275
736	529
736	608
737	648
738	536
738	733
739	261
739	640
739	684
740	611
740	719
741	538
743	33
743	141
744	173
745	647
745	690
747	499
748	274
751	243
752	189
752	434
752	615
753	110
753	665
754	433
754	451
754	548
754	737
755	688
756	524
756	609
757	627
758	61
759	527
759	713
761	71
763	242
763	508
764	0
764	118
764	287
765	465
766	247
766	274
767	330
767	616
767	671
768	206
768	298
768	536
769	2
769	611
770	232
770	372
771	57
771	105
772	153
773	647
773	661
776	258
777	304
778	128
778	200
778	260
778	273
779	239
779	580
780	333
780	713
781	261
781	378
781	771
782	312
785	423
786	18
786	59
787	40
789	67
790	256
790	347
790	530
790	688
791	85
792	17
792	140
792	783
793	140
794	104
794	187
794	790
795	206
795	258
797	765
798	38
798	69
798	126
798	195
798	448
799	22
799	360
799	401
799	501
800	1
800	18
800	464
800	494
801	153
801	286
801	640
801	784
802	335
802	337
802	577
803	12
803	47
803	77
803	208
803	548
803	766
804	61
804	681
804	784
805	19
805	163
805	552
807	414
808	18
808	734
809	304
810	359
810	570
810	797
811	146
811	725
812	436
813	645
813	695
814	235
814	530
814	698
815	30
815	79
816	20
816	640
817	132
817	143
817	389
817	632
818	256
818	267
818	410
819	158
819	322
819	783
820	803
821	142
821	363
822	19
822	250
822	260
822	623
823	434
823	636
824	196
824	401
825	237
825	559
826	153
826	160
826	163
826	815
827	12
827	816
828	7
828	439
828	684
829	250
831	172
831	787
831	821
832	245
832	796
833	10
833	270
833	447
833	522
834	156
835	37
835	817
836	8
836	18
836	821
837	367
837	472
837	824
838	123
838	257
838	305
838	320
838	401
838	457
839	561
839	663
839	784
840	271
840	402
840	638
841	10
841	627
841	806
842	13
842	215
842	250
842	501
843	380
844	59
844	279
844	344
844	371
845	39
845	338
846	20
846	497
847	256
847	257
847	350
847	535
848	565
849	259
849	415
849	797
850	18
850	679
851	210
852	306
852	627
853	303
853	543
853	833
855	49
855	429
855	813
856	18
856	190
857	778
858	210
858	804
858	812
858	840
859	18
859	640
860	258
860	403
860	830
861	391
861	414
861	819
862	161
862	198
862	342
862	813
862	834
863	173
863	413
863	419
864	173
864	253
864	697
865	96
865	314
865	443
866	326
866	823
867	26
867	141
867	174
868	18
870	419
872	766
872	810
873	633
873	661
873	787
875	15
875	315
875	671
875	869
876	113
876	443
877	18
877	124
877	541
879	221
879	318
881	150
881	322
882	370
882	531
882	769
883	86
883	773
884	165
884	623
885	61
885	336
885	349
886	123
886	653
887	309
887	545
887	551
888	18
888	25
889	29
889	107
890	734
891	163
891	168
892	438
892	596
892	624
892	731
893	6
893	235
894	18
894	115
894	352
894	673
894	779
895	161
895	860
897	825
898	61
898	279
900	249
900	526
901	508
901	576
902	305
902	713
903	784
904	279
904	469
904	733
905	372
905	596
905	786
906	163
906	188
906	288
906	812
907	147
907	308
907	771
908	336
908	688
909	0
909	18
909	34
909	158
909	206
910	806
911	490
911	862
912	256
912	532
913	246
913	389
913	716
913	743
914	447
914	790
914	821
915	207
916	3
916	268
916	369
916	472
917	19
917	696
918	368
919	734
920	63
920	256
920	525
921	95
922	154
922	421
922	495
923	301
924	83
924	584
924	669
925	346
925	395
925	550
925	820
926	19
926	438
926	622
926	698
926	914
927	19
927	270
927	291
927	643
927	684
927	777
927	917
928	176
929	89
929	433
929	671
929	713
930	366
930	476
931	279
933	93
933	713
933	903
933	907
934	90
935	2
937	4
937	29
937	783
938	125
938	150
938	223
938	851
939	197
939	774
940	318
940	354
940	875
940	894
941	162
941	415
941	417
942	161
942	252
942	749
943	180
943	189
943	518
944	147
945	112
945	435
946	21
946	353
946	583
946	715
947	1
947	38
947	155
948	1
948	21
948	126
948	532
948	779
949	124
949	247
949	266
949	529
950	771
950	775
950	784
951	799
952	709
952	729
953	210
953	687
954	443
954	777
954	859
955	378
955	694
955	823
956	177
956	626
956	659
956	853
956	887
957	344
957	448
957	492
957	855
958	21
958	93
958	373
959	301
959	829
960	58
960	150
960	276
960	304
960	444
960	892
961	127
961	192
961	220
961	954
962	800
963	21
964	120
964	448
965	21
965	636
966	21
967	533
968	289
968	685
969	914
973	404
974	415
974	960
976	530
977	21
977	851
978	35
978	940
978	945
979	338
979	429
979	763
980	21
980	914
980	916
981	21
981	668
982	21
982	716
982	981
983	421
983	917
984	21
984	25
984	265
985	135
985	417
986	109
986	160
986	812
987	81
987	205
988	286
989	40
989	481
989	555
989	795
990	21
990	955
991	575
992	206
993	365
995	21
995	36
995	404
998	21
998	243
998	419
998	539
998	604
999	21
999	298
1000	21
1001	102
1002	252
1002	278
1002	284
1002	542
1002	805
1003	30
1003	183
1003	480
1004	21
1004	34
1004	37
1004	396
1004	868
1005	21
1005	108
1005	533
1005	535
1005	612
1005	658
1006	21
1006	323
1006	733
1007	21
1007	204
1007	814
1007	882
1009	114
1009	179
1009	376
1010	252
1010	601
1010	1003
1011	72
1012	741
1012	786
1012	875
1013	89
1013	205
1013	565
1014	95
1014	791
1015	118
1015	152
1016	757
1016	771
1017	374
1017	525
1017	715
1018	150
1018	383
1018	458
1019	324
1020	196
1020	338
1020	385
1020	552
1020	934
1020	1015
1021	427
1021	529
1021	644
1022	466
1022	801
1023	70
1023	93
1023	290
1023	364
1024	20
1024	197
1025	366
1025	559
1027	12
1027	756
1028	277
1029	232
1030	88
1030	155
1031	22
1031	103
1031	867
1031	916
1032	22
1032	814
1032	922
1032	974
1033	22
1033	198
1034	255
1034	951
1035	385
1036	278
1038	288
1038	468
1038	803
1039	6
1039	541
1040	872
1040	893
1040	906
1041	140
1042	22
1042	346
1042	746
1043	157
1043	497
1044	22
1044	223
1044	276
1045	612
1045	676
1045	776
1045	924
1046	212
1046	335
1046	352
1047	97
1047	901
1047	924
1048	318
1048	741
1049	369
1050	344
1050	428
1050	712
1051	338
1051	341
1051	891
1051	937
1052	661
1052	839
1053	331
1053	358
1053	698
1054	510
1055	170
1055	564
1055	649
1055	893
